Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-04-30 00:00:00-04:00,245.42637198012363,246.00490901173575,242.82755134993957,242.90103149414062,82182300,0.0,0.0,0.0
2018-05-01 00:00:00-04:00,242.31327736602867,243.4428032644205,240.69705065440345,243.33261108398438,74203400,0.0,0.0,0.0
2018-05-02 00:00:00-04:00,243.13062900799832,243.97545456840265,241.29401758602998,241.6980743408203,86368900,0.0,0.0,0.0
2018-05-03 00:00:00-04:00,240.83484395653105,241.8449577319099,237.88706270092675,241.16542053222656,136311500,0.0,0.0,0.0
2018-05-04 00:00:00-04:00,240.155268269673,244.99475667393259,239.81549968463383,244.2876434326172,91222100,0.0,0.0,0.0
2018-05-07 00:00:00-04:00,245.08657243891685,246.12423413069627,244.37026723347535,245.11412048339844,55304900,0.0,0.0,0.0
2018-05-08 00:00:00-04:00,244.7284198361961,245.49060108315982,243.48870178560475,245.11412048339844,67499200,0.0,0.0,0.0
2018-05-09 00:00:00-04:00,245.81204494316276,247.82313651997936,245.27024798300843,247.48336791992188,59666100,0.0,0.0,0.0
2018-05-10 00:00:00-04:00,248.2547537961358,250.1372972519931,248.1445615986154,249.79750061035156,72063900,0.0,0.0,0.0
2018-05-11 00:00:00-04:00,249.92604404699887,250.8351575816595,249.39341112962035,250.55967712402344,59871500,0.0,0.0,0.0
2018-05-14 00:00:00-04:00,251.00968427628268,251.6892215470317,250.10973457422216,250.67910766601562,54790600,0.0,0.0,0.0
2018-05-15 00:00:00-04:00,249.40256689137635,249.4209229110627,247.97001267103047,248.95260620117188,87036100,0.0,0.0,0.0
2018-05-16 00:00:00-04:00,248.9893523701729,250.4770027105122,248.9617763032809,249.9994659423828,53942600,0.0,0.0,0.0
2018-05-17 00:00:00-04:00,249.72401144670704,250.90863344327346,248.98018619930653,249.78829956054688,56536400,0.0,0.0,0.0
2018-05-18 00:00:00-04:00,249.43011952545763,249.8066281193912,248.79648652889355,249.16380310058594,64368000,0.0,0.0,0.0
2018-05-21 00:00:00-04:00,250.7065938814241,251.5973513386766,250.3025372188894,251.03717041015625,58025900,0.0,0.0,0.0
2018-05-22 00:00:00-04:00,251.5789360171943,251.84525242631605,249.99944963031535,250.33921813964844,52966400,0.0,0.0,0.0
2018-05-23 00:00:00-04:00,249.01701212311903,251.0556522511378,248.85169576989637,251.028076171875,64694200,0.0,0.0,0.0
2018-05-24 00:00:00-04:00,250.61488320891706,250.89955581490264,248.65888702784125,250.51385498046875,76043800,0.0,0.0,0.0
2018-05-25 00:00:00-04:00,249.91687011718747,250.56885926377024,249.39342918532105,249.9168701171875,56374800,0.0,0.0,0.0
2018-05-29 00:00:00-04:00,248.22719413835986,249.01695155776483,245.8855259771647,247.04257202148438,115908600,0.0,0.0,0.0
2018-05-30 00:00:00-04:00,248.4016072244977,250.7983708332242,248.32815512428638,250.33921813964844,69678400,0.0,0.0,0.0
2018-05-31 00:00:00-04:00,249.9168363889802,250.22905689625597,248.18125356552653,248.80569458007812,93519900,0.0,0.0,0.0
2018-06-01 00:00:00-04:00,250.15564239275335,251.56064889893833,250.08216224795996,251.24842834472656,71258400,0.0,0.0,0.0
2018-06-04 00:00:00-04:00,252.10247683925698,252.70856199818533,251.85454437515935,252.44224548339844,45385200,0.0,0.0,0.0
2018-06-05 00:00:00-04:00,252.57992240145026,253.02071914044106,251.78100108190358,252.6258544921875,51135000,0.0,0.0,0.0
2018-06-06 00:00:00-04:00,253.25960848351937,254.84825985820612,252.6167831019119,254.73806762695312,62732200,0.0,0.0,0.0
2018-06-07 00:00:00-04:00,255.2430975126898,255.54612608309307,253.76461066456565,254.71046447753906,72969400,0.0,0.0,0.0
2018-06-08 00:00:00-04:00,254.23292897197385,255.5185512981407,254.05844865365853,255.4634552001953,72139700,0.0,0.0,0.0
2018-06-11 00:00:00-04:00,255.69298470420912,256.54700209013987,255.57360050574275,255.8031768798828,58892500,0.0,0.0,0.0
2018-06-12 00:00:00-04:00,256.2347892183901,256.51026966578183,255.46341594123265,256.1337890625,72329000,0.0,0.0,0.0
2018-06-13 00:00:00-04:00,256.3816896649231,256.64800608067634,255.10523169325847,255.3164520263672,79070600,0.0,0.0,0.0
2018-06-14 00:00:00-04:00,256.2164597795446,256.5102962790949,255.34405823152355,255.95933532714844,77097600,0.0,0.0,0.0
2018-06-15 00:00:00-04:00,255.14389568353036,255.98330954583508,253.9908593040407,255.63278198242188,120041600,1.246,0.0,0.0
2018-06-18 00:00:00-04:00,254.1200039163001,255.2361634840892,253.62191243099218,255.1070098876953,52917600,0.0,0.0,0.0
2018-06-19 00:00:00-04:00,252.7455829821135,254.35983396831313,252.3120401626649,254.1292266845703,97531500,0.0,0.0,0.0
2018-06-20 00:00:00-04:00,254.83953797030347,255.25464242421202,254.21229278910246,254.5628204345703,53785500,0.0,0.0,0.0
2018-06-21 00:00:00-04:00,254.55352865399206,254.57199525233779,252.45039141465318,252.96694946289062,71061400,0.0,0.0,0.0
2018-06-22 00:00:00-04:00,254.27683939797737,254.39675969932216,253.19758483617971,253.42819213867188,54898500,0.0,0.0,0.0
2018-06-25 00:00:00-04:00,252.22912377820134,252.39515433149805,248.225783141378,249.9783935546875,137854200,0.0,0.0,0.0
2018-06-26 00:00:00-04:00,250.5687196309116,251.41733886021962,249.78464906122025,250.5318145751953,68547400,0.0,0.0,0.0
2018-06-27 00:00:00-04:00,251.14058647408177,252.62568399447838,248.29948873461046,248.45631408691406,105110700,0.0,0.0,0.0
2018-06-28 00:00:00-04:00,248.40092370397562,250.67009125700557,247.66296358286408,249.87681579589844,76650500,0.0,0.0,0.0
2018-06-29 00:00:00-04:00,251.0114552718184,252.43200426832047,250.1166977295831,250.2366180419922,97592500,0.0,0.0,0.0
2018-07-02 00:00:00-04:00,248.6038445585727,250.93758876276263,248.35477071662882,250.7715301513672,63554800,0.0,0.0,0.0
2018-07-03 00:00:00-04:00,251.70324925733573,251.80473110667089,249.4433146258586,249.8860626220703,42187100,0.0,0.0,0.0
2018-07-05 00:00:00-04:00,251.05762487019723,251.98925943195312,249.94146501603134,251.9246826171875,56925900,0.0,0.0,0.0
2018-07-06 00:00:00-04:00,251.95231309054853,254.44285492066237,251.55564715938155,254.05545043945312,66493700,0.0,0.0,0.0
2018-07-09 00:00:00-04:00,255.09776314743536,256.3983915911548,255.05165295132662,256.3430480957031,50550400,0.0,0.0,0.0
2018-07-10 00:00:00-04:00,256.8134302296751,257.3668931928436,256.50901293229936,257.2654113769531,51966800,0.0,0.0,0.0
2018-07-11 00:00:00-04:00,255.65122509556252,256.4722005248856,255.07009024564672,255.3837127685547,77054700,0.0,0.0,0.0
2018-07-12 00:00:00-04:00,256.6935304188327,257.754318095071,256.0662854807455,257.698974609375,60124700,0.0,0.0,0.0
