,pointForecast,positionType,product_name,strategy_name,forecastDay,forecastDiff,maDiff,percDiff,retScore
3,97.75270804849555,short,XLI,arma_ma,4,-0.021610730437075176,-0.039813995361328125,-0.02135869773857838,1.435533358097655
4,97.74838591262933,short,XLI,arma_ma,5,-0.021610730437075176,-0.039813995361328125,-0.02135869773857838,1.435533358097655
0,148.97444717420035,no_position,XLK,arma_ma,1,-0.3632088434717957,0.30750274658203125,-0.24051973821862097,20.645542380497943
1,148.89285132595532,no_position,XLK,arma_ma,2,-0.3632088434717957,0.30750274658203125,-0.24051973821862097,20.645542380497943
2,148.8224511555325,no_position,XLK,arma_ma,3,-0.3632088434717957,0.30750274658203125,-0.24051973821862097,20.645542380497943
3,148.76102680824005,no_position,XLK,arma_ma,4,-0.3632088434717957,0.30750274658203125,-0.24051973821862097,20.645542380497943
4,148.70679848074695,no_position,XLK,arma_ma,5,-0.3632088434717957,0.30750274658203125,-0.24051973821862097,20.645542380497943
0,133.51379558021188,no_position,XLV,arma_ma,1,-0.03104463725182427,0.010375366210951142,-0.023980098595575698,2.568783124226983
1,133.50758659396126,no_position,XLV,arma_ma,2,-0.03104463725182427,0.010375366210951142,-0.023980098595575698,2.568783124226983
2,133.50137760771057,no_position,XLV,arma_ma,3,-0.03104463725182427,0.010375366210951142,-0.023980098595575698,2.568783124226983
3,133.49516862145984,no_position,XLV,arma_ma,4,-0.03104463725182427,0.010375366210951142,-0.023980098595575698,2.568783124226983
4,133.4889596352091,no_position,XLV,arma_ma,5,-0.03104463725182427,0.010375366210951142,-0.023980098595575698,2.568783124226983
0,144.82087400787228,no_position,XLY,arma_ma,1,-0.6548147430334268,0.07302215576171989,-0.4378860321201775,40.76109788354309
1,144.6637754751603,no_position,XLY,arma_ma,2,-0.6548147430334268,0.07302215576171989,-0.4378860321201775,40.76109788354309
2,144.54758209679642,no_position,XLY,arma_ma,3,-0.6548147430334268,0.07302215576171989,-0.4378860321201775,40.76109788354309
3,144.3965135186469,no_position,XLY,arma_ma,4,-0.6548147430334268,0.07302215576171989,-0.4378860321201775,40.76109788354309
4,144.27517793274782,no_position,XLY,arma_ma,5,-0.6548147430334268,0.07302215576171989,-0.4378860321201775,40.76109788354309
0,75.36422343712564,long,XLP,arma_ma,1,0.016786859907767848,0.04761672973631903,0.02246936168314951,1.5359007159281852
1,75.36758866847913,long,XLP,arma_ma,2,0.016786859907767848,0.04761672973631903,0.02246936168314951,1.5359007159281852
2,75.37070846435228,long,XLP,arma_ma,3,0.016786859907767848,0.04761672973631903,0.02246936168314951,1.5359007159281852
3,75.37375801860773,long,XLP,arma_ma,4,0.016786859907767848,0.04761672973631903,0.02246936168314951,1.5359007159281852
4,75.37678747025933,long,XLP,arma_ma,5,0.016786859907767848,0.04761672973631903,0.02246936168314951,1.5359007159281852
0,79.5945831062463,short,XLB,arma_ma,1,-0.1490511449399463,-0.06558792114257983,-0.1847894100827622,9.677753239514718
1,79.5637114728963,short,XLB,arma_ma,2,-0.1490511449399463,-0.06558792114257983,-0.1847894100827622,9.677753239514718
2,79.53514516233655,short,XLB,arma_ma,3,-0.1490511449399463,-0.06558792114257983,-0.1847894100827622,9.677753239514718
3,79.50774877679731,short,XLB,arma_ma,4,-0.1490511449399463,-0.06558792114257983,-0.1847894100827622,9.677753239514718
4,79.48094610847802,short,XLB,arma_ma,5,-0.1490511449399463,-0.06558792114257983,-0.1847894100827622,9.677753239514718
0,130.11805490616672,short,XOP,arma_ma,1,-0.3578752274111423,-0.21376647949219318,-0.28048846906727554,11.52062493974338
1,129.9815664253182,short,XOP,arma_ma,2,-0.3578752274111423,-0.21376647949219318,-0.28048846906727554,11.52062493974338
2,129.82437436402031,short,XOP,arma_ma,3,-0.3578752274111423,-0.21376647949219318,-0.28048846906727554,11.52062493974338
3,129.79804363711457,short,XOP,arma_ma,4,-0.3578752274111423,-0.21376647949219318,-0.28048846906727554,11.52062493974338
4,129.84212172083105,short,XOP,arma_ma,5,-0.3578752274111423,-0.21376647949219318,-0.28048846906727554,11.52062493974338
0,84.32966506293073,short,IYR,arma_ma,1,-0.25129362686499235,-0.10481124877928494,-0.2959877766178767,16.43621194949208
1,84.1099738277288,short,IYR,arma_ma,2,-0.25129362686499235,-0.10481124877928494,-0.2959877766178767,16.43621194949208
2,84.14232460278,short,IYR,arma_ma,3,-0.25129362686499235,-0.10481124877928494,-0.2959877766178767,16.43621194949208
3,83.9816416434967,short,IYR,arma_ma,4,-0.25129362686499235,-0.10481124877928494,-0.2959877766178767,16.43621194949208
4,83.96870759383813,short,IYR,arma_ma,5,-0.25129362686499235,-0.10481124877928494,-0.2959877766178767,16.43621194949208
0,79.49355678410447,short,XTL,arma_ma,1,-0.2889845872678194,-0.11953704833985057,-0.35650702685862845,18.69354674590857
1,79.40155234848619,short,XTL,arma_ma,2,-0.2889845872678194,-0.11953704833985057,-0.35650702685862845,18.69354674590857
2,79.39004451346136,short,XTL,arma_ma,3,-0.2889845872678194,-0.11953704833985057,-0.35650702685862845,18.69354674590857
3,79.39453389031269,short,XTL,arma_ma,4,-0.2889845872678194,-0.11953704833985057,-0.35650702685862845,18.69354674590857
4,79.36101693861109,short,XTL,arma_ma,5,-0.2889845872678194,-0.11953704833985057,-0.35650702685862845,18.69354674590857
0,12.219019498108224,long,CANE,arma_ma,1,0.04304288782079446,0.05159999847412067,0.37823275384834293,3.2525382152231685
1,12.23005704860167,long,CANE,arma_ma,2,0.04304288782079446,0.05159999847412067,0.37823275384834293,3.2525382152231685
2,12.241052318411116,long,CANE,arma_ma,3,0.04304288782079446,0.05159999847412067,0.37823275384834293,3.2525382152231685
3,12.252047736891745,long,CANE,arma_ma,4,0.04304288782079446,0.05159999847412067,0.37823275384834293,3.2525382152231685
4,12.263043154849603,long,CANE,arma_ma,5,0.04304288782079446,0.05159999847412067,0.37823275384834293,3.2525382152231685
0,6.899204017171281,short,WEAT,arma_ma,1,-0.05459679851626564,-0.011000003814697124,-0.773325764288473,2.895520804327423
1,6.888341504705054,short,WEAT,arma_ma,2,-0.05459679851626564,-0.011000003814697124,-0.773325764288473,2.895520804327423
2,6.8774174203457425,short,WEAT,arma_ma,3,-0.05459679851626564,-0.011000003814697124,-0.773325764288473,2.895520804327423
3,6.866436482744123,short,WEAT,arma_ma,4,-0.05459679851626564,-0.011000003814697124,-0.773325764288473,2.895520804327423
4,6.855403048895844,short,WEAT,arma_ma,5,-0.05459679851626564,-0.011000003814697124,-0.773325764288473,2.895520804327423
0,24.70548902188031,short,CORN,arma_ma,1,-0.08420544628599558,-0.03360000610351577,-0.3337512794838989,6.340087926738243
1,24.691521441750744,short,CORN,arma_ma,2,-0.08420544628599558,-0.03360000610351577,-0.3337512794838989,6.340087926738243
2,24.679485657899523,short,CORN,arma_ma,3,-0.08420544628599558,-0.03360000610351577,-0.3337512794838989,6.340087926738243
3,24.667631457525363,short,CORN,arma_ma,4,-0.08420544628599558,-0.03360000610351577,-0.3337512794838989,6.340087926738243
4,24.65579432483217,short,CORN,arma_ma,5,-0.08420544628599558,-0.03360000610351577,-0.3337512794838989,6.340087926738243
0,24.566843203308267,short,CPER,arma_ma,1,-0.07701933301073538,-0.02599998474121179,-0.3088184898214383,5.2675000619741965
1,24.550893530832624,short,CPER,arma_ma,2,-0.07701933301073538,-0.02599998474121179,-0.3088184898214383,5.2675000619741965
2,24.534922658478475,short,CPER,arma_ma,3,-0.07701933301073538,-0.02599998474121179,-0.3088184898214383,5.2675000619741965
3,24.518951625197687,short,CPER,arma_ma,4,-0.07701933301073538,-0.02599998474121179,-0.3088184898214383,5.2675000619741965
4,24.502980590695316,short,CPER,arma_ma,5,-0.07701933301073538,-0.02599998474121179,-0.3088184898214383,5.2675000619741965
0,26.9869277906959,short,SOYB,arma_ma,1,-0.04544697140293508,-0.011800003051757102,-0.1674538409174363,3.994763397523373
1,26.98899419164361,short,SOYB,arma_ma,2,-0.04544697140293508,-0.011800003051757102,-0.1674538409174363,3.994763397523373
2,26.9873156528802,short,SOYB,arma_ma,3,-0.04544697140293508,-0.011800003051757102,-0.1674538409174363,3.994763397523373
3,26.98594755185458,short,SOYB,arma_ma,4,-0.04544697140293508,-0.011800003051757102,-0.1674538409174363,3.994763397523373
4,26.984553715242573,short,SOYB,arma_ma,5,-0.04544697140293508,-0.011800003051757102,-0.1674538409174363,3.994763397523373
0,108.37923444338729,no_position,TLT,arma_ma,1,-0.45531338331274185,0.037194824218758527,-0.4291320152287865,43.64257027209432
1,108.28184956618605,no_position,TLT,arma_ma,2,-0.45531338331274185,0.037194824218758527,-0.4291320152287865,43.64257027209432
2,108.20590352263054,no_position,TLT,arma_ma,3,-0.45531338331274185,0.037194824218758527,-0.4291320152287865,43.64257027209432
3,108.13856619660605,no_position,TLT,arma_ma,4,-0.45531338331274185,0.037194824218758527,-0.4291320152287865,43.64257027209432
4,108.07468539598413,no_position,TLT,arma_ma,5,-0.45531338331274185,0.037194824218758527,-0.4291320152287865,43.64257027209432
