,pointForecast,positionType,product_name,strategy_name,forecastDay,forecastDiff,maDiff,percDiff,retScore
3,67.6180409404524,short,XLU,arma_ma,4,-0.08995201132965747,-0.012529296875001705,-0.13676754739372543,6.327267949521824
4,67.60005043007659,short,XLU,arma_ma,5,-0.08995201132965747,-0.012529296875001705,-0.13676754739372543,6.327267949521824
0,101.18712699034295,no_position,XLI,arma_ma,1,-0.019604219910561937,0.0789785766601625,-0.020061624709035056,1.3018820835206424
1,101.18049792861895,no_position,XLI,arma_ma,2,-0.019604219910561937,0.0789785766601625,-0.020061624709035056,1.3018820835206424
2,101.17379756124126,no_position,XLI,arma_ma,3,-0.019604219910561937,0.0789785766601625,-0.020061624709035056,1.3018820835206424
3,101.16709682421138,no_position,XLI,arma_ma,4,-0.019604219910561937,0.0789785766601625,-0.020061624709035056,1.3018820835206424
4,101.16039608526522,no_position,XLI,arma_ma,5,-0.019604219910561937,0.0789785766601625,-0.020061624709035056,1.3018820835206424
0,150.75912235125324,no_position,XLK,arma_ma,1,-0.6397920178999641,0.46823348999024006,-0.44175378706843244,36.347279552550226
1,150.60288274465506,no_position,XLK,arma_ma,2,-0.6397920178999641,0.46823348999024006,-0.44175378706843244,36.347279552550226
2,150.49981601270093,no_position,XLK,arma_ma,3,-0.6397920178999641,0.46823348999024006,-0.44175378706843244,36.347279552550226
3,150.42662005371557,no_position,XLK,arma_ma,4,-0.6397920178999641,0.46823348999024006,-0.44175378706843244,36.347279552550226
4,150.37020248893597,no_position,XLK,arma_ma,5,-0.6397920178999641,0.46823348999024006,-0.44175378706843244,36.347279552550226
0,129.4339270675186,short,XLV,arma_ma,1,-0.13039625757636486,-0.06524658203125,-0.10201553582200874,10.773399490571329
1,129.40784791471174,short,XLV,arma_ma,2,-0.13039625757636486,-0.06524658203125,-0.10201553582200874,10.773399490571329
2,129.38176876190477,short,XLV,arma_ma,3,-0.13039625757636486,-0.06524658203125,-0.10201553582200874,10.773399490571329
3,129.3556896090978,short,XLV,arma_ma,4,-0.13039625757636486,-0.06524658203125,-0.10201553582200874,10.773399490571329
4,129.32961045629082,short,XLV,arma_ma,5,-0.13039625757636486,-0.06524658203125,-0.10201553582200874,10.773399490571329
0,149.33840075477366,no_position,XLY,arma_ma,1,-0.7133188724528736,0.28525604248048353,-0.5027975590354097,44.380857125165726
1,149.2606367770149,no_position,XLY,arma_ma,2,-0.7133188724528736,0.28525604248048353,-0.5027975590354097,44.380857125165726
2,149.0846427805481,no_position,XLY,arma_ma,3,-0.7133188724528736,0.28525604248048353,-0.5027975590354097,44.380857125165726
3,148.98656016723086,no_position,XLY,arma_ma,4,-0.7133188724528736,0.28525604248048353,-0.5027975590354097,44.380857125165726
4,148.82667441367994,no_position,XLY,arma_ma,5,-0.7133188724528736,0.28525604248048353,-0.5027975590354097,44.380857125165726
0,74.73273393496459,long,XLP,arma_ma,1,0.03813390864766575,0.05989517211914119,0.05198188158450589,3.4850424164341343
1,74.73993791680691,long,XLP,arma_ma,2,0.03813390864766575,0.05989517211914119,0.05198188158450589,3.4850424164341343
2,74.74335883387045,long,XLP,arma_ma,3,0.03813390864766575,0.05989517211914119,0.05198188158450589,3.4850424164341343
3,74.74585816834059,long,XLP,arma_ma,4,0.03813390864766575,0.05989517211914119,0.05198188158450589,3.4850424164341343
4,74.74813299312032,long,XLP,arma_ma,5,0.03813390864766575,0.05989517211914119,0.05198188158450589,3.4850424164341343
0,80.68716113252779,short,XLB,arma_ma,1,-0.026912715756523653,-0.0027714538574201697,-0.03477993888832154,1.7454122924939433
1,80.68749232374431,short,XLB,arma_ma,2,-0.026912715756523653,-0.0027714538574201697,-0.03477993888832154,1.7454122924939433
2,80.67469278964889,short,XLB,arma_ma,3,-0.026912715756523653,-0.0027714538574201697,-0.03477993888832154,1.7454122924939433
3,80.65546531439591,short,XLB,arma_ma,4,-0.026912715756523653,-0.0027714538574201697,-0.03477993888832154,1.7454122924939433
4,80.63309094635285,short,XLB,arma_ma,5,-0.026912715756523653,-0.0027714538574201697,-0.03477993888832154,1.7454122924939433
0,127.09892040511316,no_position,XOP,arma_ma,1,0.14517955604536326,-0.2193478393554642,0.11795543864603078,4.678162723780624
1,127.0610867073442,no_position,XOP,arma_ma,2,0.14517955604536326,-0.2193478393554642,0.11795543864603078,4.678162723780624
2,127.81969676280292,no_position,XOP,arma_ma,3,0.14517955604536326,-0.2193478393554642,0.11795543864603078,4.678162723780624
3,128.15576032963514,no_position,XOP,arma_ma,4,0.14517955604536326,-0.2193478393554642,0.11795543864603078,4.678162723780624
4,127.73517589393599,no_position,XOP,arma_ma,5,0.14517955604536326,-0.2193478393554642,0.11795543864603078,4.678162723780624
0,84.91870921518856,short,IYR,arma_ma,1,-0.28203026411291887,-0.05939254760741619,-0.3500003198116426,18.45036377515327
1,84.845352725761,short,IYR,arma_ma,2,-0.28203026411291887,-0.05939254760741619,-0.3500003198116426,18.45036377515327
2,84.76960101217232,short,IYR,arma_ma,3,-0.28203026411291887,-0.05939254760741619,-0.3500003198116426,18.45036377515327
3,84.6937869484982,short,IYR,arma_ma,4,-0.28203026411291887,-0.05939254760741619,-0.3500003198116426,18.45036377515327
4,84.61797126176599,short,IYR,arma_ma,5,-0.28203026411291887,-0.05939254760741619,-0.3500003198116426,18.45036377515327
0,81.02298226007383,short,XTL,arma_ma,1,-0.06614107882532494,-0.06041046142578921,-0.08467683818781019,4.276964996939934
1,81.11872824408404,short,XTL,arma_ma,2,-0.06614107882532494,-0.06041046142578921,-0.08467683818781019,4.276964996939934
2,81.16968415610553,short,XTL,arma_ma,3,-0.06614107882532494,-0.06041046142578921,-0.08467683818781019,4.276964996939934
3,81.1069855411641,short,XTL,arma_ma,4,-0.06614107882532494,-0.06041046142578921,-0.08467683818781019,4.276964996939934
4,80.99385647976843,short,XTL,arma_ma,5,-0.06614107882532494,-0.06041046142578921,-0.08467683818781019,4.276964996939934
0,11.389073962917319,long,CANE,arma_ma,1,0.037957215896522456,0.03860000610351477,0.3524346730102559,2.8783928192703843
1,11.395830299340842,long,CANE,arma_ma,2,0.037957215896522456,0.03860000610351477,0.3524346730102559,2.8783928192703843
2,11.403344044894437,long,CANE,arma_ma,3,0.037957215896522456,0.03860000610351477,0.3524346730102559,2.8783928192703843
3,11.410610231549843,long,CANE,arma_ma,4,0.037957215896522456,0.03860000610351477,0.3524346730102559,2.8783928192703843
4,11.41795733033744,long,CANE,arma_ma,5,0.037957215896522456,0.03860000610351477,0.3524346730102559,2.8783928192703843
0,7.047034046369608,short,WEAT,arma_ma,1,-0.05945800846285998,-0.008000001907348953,-0.8374367501619986,3.1489794243093887
1,7.034743256271751,short,WEAT,arma_ma,2,-0.05945800846285998,-0.008000001907348953,-0.8374367501619986,3.1489794243093887
2,7.022972658756721,short,WEAT,arma_ma,3,-0.05945800846285998,-0.008000001907348953,-0.8374367501619986,3.1489794243093887
3,7.011602879677747,short,WEAT,arma_ma,4,-0.05945800846285998,-0.008000001907348953,-0.8374367501619986,3.1489794243093887
4,7.000541934316681,short,WEAT,arma_ma,5,-0.05945800846285998,-0.008000001907348953,-0.8374367501619986,3.1489794243093887
0,25.24002754613807,short,CORN,arma_ma,1,-0.006023513097787259,-0.02520000457763416,-0.023855497416979243,0.4529641535222929
1,25.235846648253737,short,CORN,arma_ma,2,-0.006023513097787259,-0.02520000457763416,-0.023855497416979243,0.4529641535222929
2,25.231892161886343,short,CORN,arma_ma,3,-0.006023513097787259,-0.02520000457763416,-0.023855497416979243,0.4529641535222929
3,25.22793406675256,short,CORN,arma_ma,4,-0.006023513097787259,-0.02520000457763416,-0.023855497416979243,0.4529641535222929
4,25.22397602913854,short,CORN,arma_ma,5,-0.006023513097787259,-0.02520000457763416,-0.023855497416979243,0.4529641535222929
0,24.923443119114644,short,CPER,arma_ma,1,-0.07434258216169454,-0.016599998474120525,-0.29760842083281736,5.087387045359345
1,24.90898675731981,short,CPER,arma_ma,2,-0.07434258216169454,-0.016599998474120525,-0.29760842083281736,5.087387045359345
2,24.89454376528274,short,CPER,arma_ma,3,-0.07434258216169454,-0.016599998474120525,-0.29760842083281736,5.087387045359345
3,24.880100858318666,short,CPER,arma_ma,4,-0.07434258216169454,-0.016599998474120525,-0.29760842083281736,5.087387045359345
4,24.865657951895923,short,CPER,arma_ma,5,-0.07434258216169454,-0.016599998474120525,-0.29760842083281736,5.087387045359345
0,27.182153607471026,no_position,SOYB,arma_ma,1,0.029350648198928297,-0.01580001831054645,0.11071538266888303,2.5781217261963674
1,27.174761644785594,no_position,SOYB,arma_ma,2,0.029350648198928297,-0.01580001831054645,0.11071538266888303,2.5781217261963674
2,27.173420761767705,no_position,SOYB,arma_ma,3,0.029350648198928297,-0.01580001831054645,0.11071538266888303,2.5781217261963674
3,27.171340195359743,no_position,SOYB,arma_ma,4,0.029350648198928297,-0.01580001831054645,0.11071538266888303,2.5781217261963674
4,27.16935003784737,no_position,SOYB,arma_ma,5,0.029350648198928297,-0.01580001831054645,0.11071538266888303,2.5781217261963674
0,106.1548709281993,short,TLT,arma_ma,1,-0.6188144115489393,-0.020766754150386646,-0.5930749791719319,59.3203814061089
1,106.02321921156037,short,TLT,arma_ma,2,-0.6188144115489393,-0.020766754150386646,-0.5930749791719319,59.3203814061089
2,105.92310369293907,short,TLT,arma_ma,3,-0.6188144115489393,-0.020766754150386646,-0.5930749791719319,59.3203814061089
3,105.83489755952792,short,TLT,arma_ma,4,-0.6188144115489393,-0.020766754150386646,-0.5930749791719319,59.3203814061089
4,105.7511883350331,short,TLT,arma_ma,5,-0.6188144115489393,-0.020766754150386646,-0.5930749791719319,59.3203814061089
